_column	_row	_well	barcodenr	barcodetype_genomic	barcodetype_transcriptomic	cellcount	clone_id	date_sorted	experiment	indexnr	library_type	limsid	plate_id	platenr	shield	tamox_ind	timepoint	tubenr
3	C	C3	51	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
3	D	D3	75	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
3	E	E3	99	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
3	F	F3	123	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
3	G	G3	147	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
3	H	H3	171	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
3	I	I3	195	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
3	J	J3	219	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
3	K	K3	243	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
3	L	L3	267	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
3	M	M3	291	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
3	N	N3	315	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
3	O	O3	339	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
3	P	P3	363	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
4	A	A4	4	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
4	B	B4	28	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
4	C	C4	52	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
4	D	D4	76	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
4	E	E4	100	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
4	F	F4	124	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
4	G	G4	148	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
4	H	H4	172	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
4	I	I4	196	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
4	J	J4	220	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
4	K	K4	244	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
4	L	L4	268	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
4	M	M4	292	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
4	N	N4	316	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
4	O	O4	340	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
4	P	P4	364	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
5	A	A5	5	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
5	B	B5	29	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
5	C	C5	53	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
5	D	D5	77	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
5	E	E5	101	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
5	F	F5	125	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
5	G	G5	149	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
5	H	H5	173	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
5	I	I5	197	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
5	J	J5	221	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
5	K	K5	245	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
5	L	L5	269	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
5	M	M5	293	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
5	N	N5	317	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
5	O	O5	341	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
5	P	P5	365	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
6	A	A6	6	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
6	B	B6	30	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
6	C	C6	54	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
6	D	D6	78	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
6	E	E6	102	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
6	F	F6	126	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
6	G	G6	150	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
6	H	H6	174	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
6	I	I6	198	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
6	J	J6	222	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
6	K	K6	246	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
6	L	L6	270	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
6	M	M6	294	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
6	N	N6	318	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
6	O	O6	342	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
6	P	P6	366	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
7	A	A7	7	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
7	B	B7	31	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
7	C	C7	55	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
7	D	D7	79	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
7	E	E7	103	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
7	F	F7	127	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
7	G	G7	151	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
7	H	H7	175	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
7	I	I7	199	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
7	J	J7	223	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
7	K	K7	247	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
7	L	L7	271	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
7	M	M7	295	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
7	N	N7	319	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
7	O	O7	343	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
7	P	P7	367	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
8	A	A8	8	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
8	B	B8	32	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
8	C	C8	56	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
8	D	D8	80	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
8	E	E8	104	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
8	F	F8	128	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
8	G	G8	152	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
8	H	H8	176	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
8	I	I8	200	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
8	J	J8	224	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
8	K	K8	248	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
8	L	L8	272	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
8	M	M8	296	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
8	N	N8	320	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
8	O	O8	344	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
8	P	P8	368	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
9	A	A9	9	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
9	B	B9	33	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
9	C	C9	57	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
9	D	D9	81	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
9	E	E9	105	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
9	F	F9	129	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
9	G	G9	153	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
9	H	H9	177	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
9	I	I9	201	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
9	J	J9	225	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
9	K	K9	249	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
9	L	L9	273	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
9	M	M9	297	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
9	N	N9	321	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
9	O	O9	345	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
9	P	P9	369	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
10	A	A10	10	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
10	B	B10	34	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
10	C	C10	58	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
10	D	D10	82	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
10	E	E10	106	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
10	F	F10	130	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
10	G	G10	154	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
10	H	H10	178	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
10	I	I10	202	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
10	J	J10	226	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
10	K	K10	250	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
10	L	L10	274	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
10	M	M10	298	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
10	N	N10	322	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
10	O	O10	346	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
10	P	P10	370	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
11	A	A11	11	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
11	B	B11	35	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
11	C	C11	59	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
11	D	D11	83	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
11	E	E11	107	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
11	F	F11	131	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
11	G	G11	155	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
11	H	H11	179	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
11	I	I11	203	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
11	J	J11	227	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
11	K	K11	251	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
11	L	L11	275	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
11	M	M11	299	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
11	N	N11	323	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
11	O	O11	347	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
11	P	P11	371	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
12	A	A12	12	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
12	B	B12	36	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
12	C	C12	60	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
12	D	D12	84	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
12	E	E12	108	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
12	F	F12	132	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
12	G	G12	156	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
12	H	H12	180	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
12	I	I12	204	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
12	J	J12	228	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
12	K	K12	252	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
12	L	L12	276	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
12	M	M12	300	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
12	N	N12	324	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
12	O	O12	348	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
12	P	P12	372	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
13	A	A13	13	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
13	B	B13	37	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
13	C	C13	61	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
13	D	D13	85	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
13	E	E13	109	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
13	F	F13	133	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
13	G	G13	157	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
13	H	H13	181	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
13	I	I13	205	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
13	J	J13	229	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
13	K	K13	253	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
13	L	L13	277	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
13	M	M13	301	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
13	N	N13	325	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
13	O	O13	349	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
13	P	P13	373	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
14	A	A14	14	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
14	B	B14	38	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
14	C	C14	62	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
14	D	D14	86	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
14	E	E14	110	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
14	F	F14	134	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
14	G	G14	158	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
14	H	H14	182	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
14	I	I14	206	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
14	J	J14	230	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
14	K	K14	254	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
14	L	L14	278	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
14	M	M14	302	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
14	N	N14	326	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
14	O	O14	350	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
14	P	P14	374	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
15	A	A15	15	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
15	B	B15	39	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
15	C	C15	63	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
15	D	D15	87	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
15	E	E15	111	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
